date,Taliban,Al Qaeda,Lower Manhattan Development Corp.,Anthrax,Airport Security,Osama Bin Laden,NYC Mayors - Giuliani and Bloomberg,NY Fire Department,Military Tribunals,Northern Alliance,Saudi Arabia,United Nations,Insurance Losses,Zacarias Moussaoui,John Ashcroft - Justice Department,Iraq - Saddam Hussein,Nuclear Energy and Weapons,Red Cross,CIA - Intelligence,Immigration,Kurdistan - Ansar al-Islam,Jihadist Groups,Guantanamo Bay,Air Force,NATO,Children and Families,Colin Powell,NY Police Department,American Military Forces,Humanitarian Aid,Abu Sayyaf,Victim Compensation Fund,Lower Manhattan Grants,Border Crossings,Airline Industry,Daniel Pearl and Omar Sheikh,TV News Coverage,FEMA,John Walker Lindh,Amiri Baraka,Richard Reid,Smallpox Vaccine,Muhammad Omar,Medical Examiners Office,Al Jazeera,Cantor Fitzgerald,Tony Blair,Donald Rumsfeld,Tora Bora,Marines,Charitable Funds,Human Rights Watch,Pervez Musharraf,Ground Zero Site,American Flags,Embassy Bombings,Historical American Wars,Hamid Karzai,George W Bush White House,Larry Silverstein,Memorials,Department of Homeland Security,Daniel Libeskind,Civil Liberties,World Trade Center,Afghanistan,Robert Mueller III - FBI Director,John Walker Lindh,Weapons of Mass Destruction,US Coast Guard,The Hamburg Terrorist Cell,The September 11 Attacks,Port Authority,Raymond Kelly - NYPD Commissioner,Persecution of Muslim People
2001-05-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-06-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-07-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2001-08-05,0.0005530973451327434,0.0011061946902654867,0.0022123893805309734,0.0005530973451327434,0.03152654867256637,0.03263274336283186,0.033185840707964605,0.019358407079646017,0.00165929203539823,0.00331858407079646,0.009402654867256638,0.030420353982300884,0.025442477876106196,0.004424778761061947,0.012721238938053098,0.0038716814159292035,0.00331858407079646,0.018805309734513276,0.008296460176991151,0.013827433628318585,0.0,0.03705752212389381,0.00165929203539823,0.049778761061946904,0.010508849557522125,0.06803097345132743,0.01991150442477876,0.08849557522123894,0.01991150442477876,0.025442477876106196,0.004424778761061947,0.05918141592920354,0.06858407079646017,0.014933628318584071,0.1404867256637168,0.01327433628318584,0.06084070796460177,0.046460176991150445,0.004424778761061947,0.0022123893805309734,0.011061946902654867,0.012168141592920354,0.011061946902654867,0.043694690265486724,0.00497787610619469,0.08130530973451328,0.04092920353982301,0.03484513274336283,0.004424778761061947,0.008849557522123894,0.05309734513274336,0.02654867256637168,0.030420353982300884,0.09513274336283185,0.08960176991150443,0.015486725663716814,0.2461283185840708,0.0011061946902654867,0.1277654867256637,0.04314159292035398,0.04535398230088496,0.034292035398230086,0.10232300884955753,0.03595132743362832,0.42754424778761063,0.03705752212389381,0.03263274336283186,0.0022123893805309734,0.01991150442477876,0.02820796460176991,0.030973451327433628,0.11393805309734513,0.03373893805309734,0.022123893805309734,0.059734513274336286
2001-09-05,0.002149959688255845,0.0016124697661918839,0.00403117441547971,0.03977425423273313,0.030099435635581834,0.045149153453372746,0.03224939532383768,0.01719967750604676,0.0013437248051599033,0.011018543402311207,0.014512227895726955,0.02902445579145391,0.026068261220102123,0.004568664337543671,0.011556033324375168,0.005374899220639613,0.005912389142703574,0.015049717817790917,0.013168503090567052,0.013437248051599033,0.0,0.04246170384305294,0.0010749798441279225,0.05025530771298038,0.00859983875302338,0.06772373018005913,0.02123085192152647,0.07712980381617844,0.03654931470034937,0.02875571083042193,0.005106154259607632,0.054823972050524056,0.07444235420585864,0.014512227895726955,0.12657887664606288,0.010481053480247245,0.06369255576457941,0.04944907282988444,0.004568664337543671,0.002149959688255845,0.011556033324375168,0.04084923407686106,0.01612469766191884,0.04058048911582908,0.008868583714055361,0.06718624025799516,0.04138672399892502,0.04568664337543671,0.0064498790647675355,0.009674818597151304,0.052942757323300185,0.019080892233270627,0.04138672399892502,0.08304219295888202,0.06611126041386724,0.018005912389142703,0.20720236495565708,0.0026874496103198066,0.1222789572695512,0.03413061005106154,0.038699274388605216,0.04084923407686106,0.06987368986831496,0.036011824778285406,0.34291857027680733,0.054823972050524056,0.03628056973931739,0.0018812147272238647,0.031174415479709755,0.02875571083042193,0.031174415479709755,0.18220908357968288,0.02902445579145391,0.023380811609782316,0.054823972050524056
2001-10-05,0.007440767573918152,0.0031329547679655374,0.005286861170941844,0.042490699040532605,0.029763070295672607,0.04072841198355199,0.030937928333659683,0.01860191893479538,0.0033287644409633835,0.022713922067750147,0.013119248090855688,0.03113373800665753,0.025455257489719992,0.005678480516937537,0.014294106128842765,0.005091051497943999,0.007832386919913843,0.014685725474838457,0.012923438417857843,0.018210299588799685,0.0,0.04072841198355199,0.002937145094967691,0.044252986097513214,0.00802819659291169,0.0704914822792246,0.021734873702760917,0.07107891129821813,0.043273937732523984,0.029958879968670454,0.005874290189935382,0.0526728020364206,0.07225376933620521,0.015273154493831995,0.11944390052868611,0.009398864303896613,0.06324652437830429,0.047973369884472296,0.005286861170941844,0.0031329547679655374,0.009203054630898766,0.04268650871353045,0.027217544546700608,0.042490699040532605,0.010769532014881535,0.05913452124534952,0.03857450558057568,0.04601527315449383,0.01351086743685138,0.012336009398864305,0.05463089876639906,0.018014489915801842,0.04366555707851968,0.07851967887213629,0.058351282553358134,0.017231251223810456,0.1958096729978461,0.005678480516937537,0.12140199725866457,0.03348345408263168,0.03759545721558645,0.04699432151948306,0.06442138241629136,0.03739964754258861,0.3070295672606227,0.06833757587624828,0.039161934599569216,0.002349716075974153,0.03250440571764245,0.02897983160368122,0.029175641276679067,0.1962012923438418,0.02565106716271784,0.025259447816722146,0.05032308596044645
2001-11-05,0.008221828147670482,0.004352732548766725,0.004997581815250685,0.03852974367241657,0.028373367725294214,0.04175399000483637,0.02934064162502015,0.019184265677897792,0.005320006448492665,0.023698210543285508,0.013219409962921168,0.03030791552474609,0.024181847493148476,0.007415766564565533,0.016121231662098983,0.006287280348218604,0.007738191197807513,0.013864259229405127,0.012413348379816218,0.0190230533612768,0.0,0.04513944865387716,0.005642431081734645,0.04014186683862647,0.007899403514428503,0.0728679671126874,0.0222472996936966,0.0667418990810898,0.047880058036433984,0.02934064162502015,0.005642431081734645,0.052394002901821696,0.07190069321296147,0.014670320812510075,0.11446074480090279,0.0095115266806384,0.05980976946638723,0.045461873287119134,0.009189102047396421,0.0035466709656617767,0.01192971142995325,0.03981944220538449,0.031113977107851038,0.04352732548766726,0.014186683862647107,0.05835885861679832,0.03578913428985975,0.046267934870224084,0.028857004675157182,0.017088505561824924,0.05416733838465259,0.01805577946155086,0.044655811704014184,0.07641463807834918,0.05513461228437853,0.016766080928582942,0.19071417056263099,0.012090923746574238,0.11929711429953248,0.03046912784136708,0.03740125745606964,0.047396421086571015,0.06077704336611317,0.0365951958729647,0.28937610833467675,0.07657585039497018,0.03852974367241657,0.005803643398355635,0.0301467032081251,0.026761244559084314,0.027244881508947282,0.1982911494438175,0.025149121392874417,0.026922456875705304,0.049492181202643884
2001-12-06,0.0100151171579743,0.006046863189720333,0.006802721088435374,0.04705215419501134,0.027966742252456538,0.041005291005291,0.0281557067271353,0.020597127739984882,0.006424792139077854,0.027399848828420257,0.013983371126228269,0.030045351473922902,0.022486772486772486,0.010770975056689343,0.01889644746787604,0.007180650037792895,0.009826152683295541,0.010770975056689343,0.01455026455026455,0.022297808012093728,0.0,0.050642479213907785,0.01473922902494331,0.03458049886621315,0.006424792139077854,0.07086167800453515,0.02513227513227513,0.05952380952380952,0.059145880574452005,0.029667422524565383,0.008125472411186697,0.0491307634164777,0.07464096749811036,0.016250944822373395,0.0992063492063492,0.008881330309901738,0.055744520030234314,0.044595616024187455,0.01436130007558579,0.004346182917611489,0.01417233560090703,0.04572940287226002,0.037226001511715796,0.04591836734693878,0.016061980347694634,0.04572940287226002,0.03420256991685563,0.04950869236583522,0.03854875283446712,0.021541950113378686,0.05347694633408919,0.01832955404383976,0.0491307634164777,0.07312925170068027,0.041194255479969764,0.019085411942554798,0.17044595616024188,0.021541950113378686,0.1154572940287226,0.02758881330309902,0.03382464096749811,0.054799697656840514,0.05876795162509448,0.035903250188964474,0.23223733938019653,0.09126984126984126,0.039304610733182165,0.008692365835222978,0.031934996220710506,0.025699168556311415,0.024376417233560092,0.2205215419501134,0.021541950113378686,0.030801209372637944,0.04402872260015117
2002-01-03,0.012471366759989819,0.008653601425299058,0.00941715449223721,0.02697887503181471,0.028251463476711633,0.03181471112242301,0.028251463476711633,0.022906592008144565,0.008908119114278442,0.027996945787732246,0.01196233138203105,0.030796640366505472,0.01934334436243319,0.015271061338763044,0.020870450496309492,0.009162636803257827,0.0111987783150929,0.01196233138203105,0.013489437515907355,0.027742428098752863,0.0,0.053448714685670654,0.026724357342835327,0.026724357342835327,0.006362942224484602,0.06744718757953677,0.028505981165691016,0.05675744464240265,0.06592008144566047,0.026724357342835327,0.011453296004072282,0.04963094935097989,0.07279205904810385,0.016798167472639347,0.08908119114278443,0.013998472893866123,0.05064902010689743,0.04123186561466022,0.021379485874268262,0.004581318401628913,0.01501654364978366,0.03003308729956732,0.043522524815474674,0.05370323237465004,0.017816238228556883,0.03817765334690761,0.0287604988546704,0.049885467039959275,0.0542122677526088,0.02697887503181471,0.05446678544158819,0.020106897429371343,0.04683125477220667,0.0720285059811657,0.04123186561466022,0.018579791295495036,0.16874522779333165,0.032832781878340545,0.11580554848561975,0.028251463476711633,0.035123441079155,0.06108424535505218,0.066938152201578,0.03486892339017562,0.21863069483329092,0.09824382794604225,0.04123186561466022,0.013234919826927972,0.02748791040977348,0.02265207431916518,0.02061593280733011,0.20183252736065158,0.019852379740391956,0.035123441079155,0.038432171035886996
2002-02-03,0.006221349050425672,0.009823182711198428,0.0114603798297315,0.0137524557956778,0.025540275049115914,0.028814669286182055,0.0275049115913556,0.024230517354289455,0.008513425016371971,0.012115258677144728,0.014734774066797643,0.030124426981008513,0.016371971185330715,0.01768172888015717,0.0206286836935167,0.0137524557956778,0.011787819253438114,0.010150622134905042,0.01538965291421087,0.0275049115913556,0.0,0.05795677799607073,0.03700065487884741,0.028159790438768827,0.005239030779305829,0.0618860510805501,0.031761624099541585,0.05992141453831041,0.07956777996070727,0.021938441388343156,0.0137524557956778,0.049443352979698756,0.07629338572364112,0.022593320235756387,0.08316961362148002,0.019646365422396856,0.045514079895219384,0.04387688277668631,0.025867714472822528,0.004256712508185986,0.020301244269810084,0.021611001964636542,0.03274394237066143,0.05140798952193844,0.017354289456450556,0.03732809430255403,0.027177472167648986,0.05337262606417813,0.06908971840209562,0.030451866404715127,0.05075311067452521,0.022593320235756387,0.04420432220039293,0.07694826457105436,0.038637851997380485,0.019318925998690242,0.16437459070072036,0.04158480681074001,0.12082514734774066,0.024885396201702686,0.038637851997380485,0.0618860510805501,0.07891290111329403,0.031761624099541585,0.22102161100196463,0.09364767518009168,0.03601833660772757,0.017026850032743943,0.02390307793058284,0.0206286836935167,0.017354289456450556,0.18434839554682383,0.018664047151277015,0.03994760969220694,0.03732809430255403
